timings.Fajr,timings.Sunrise,timings.Dhuhr,timings.Asr,timings.Sunset,timings.Maghrib,timings.Isha,timings.Imsak,timings.Midnight,timings.Firstthird,timings.Lastthird,date.readable,date.timestamp,date.gregorian.date,date.gregorian.format,date.gregorian.day,date.gregorian.weekday.en,date.gregorian.month.number,date.gregorian.month.en,date.gregorian.year,date.gregorian.designation.abbreviated,date.gregorian.designation.expanded,date.hijri.date,date.hijri.format,date.hijri.day,date.hijri.weekday.en,date.hijri.weekday.ar,date.hijri.month.number,date.hijri.month.en,date.hijri.month.ar,date.hijri.year,date.hijri.designation.abbreviated,date.hijri.designation.expanded,meta.latitude,meta.longitude,meta.timezone,meta.method.id,meta.method.name,meta.method.params.Fajr,meta.method.params.Isha,meta.method.location.latitude,meta.method.location.longitude,meta.latitudeAdjustmentMethod,meta.midnightMode,meta.school,meta.offset.Imsak,meta.offset.Fajr,meta.offset.Sunrise,meta.offset.Dhuhr,meta.offset.Asr,meta.offset.Maghrib,meta.offset.Sunset,meta.offset.Isha,meta.offset.Midnight,date.hijri.holidays
"03:55 (EEST)","05:29 (EEST)","12:40 (EEST)","16:20 (EEST)","19:46 (EEST)","19:52 (EEST)","21:07 (EEST)","03:42 (EEST)","00:40 (EEST)","23:02 (EEST)","02:18 (EEST)","03 Jul 2022",1656828061,03-07-2022,DD-MM-YYYY,03,Sunday,7,July,2022,AD,"Anno Domini",03-12-1443,DD-MM-YYYY,03,"Al Ahad",الاحد,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"03:56 (EEST)","05:29 (EEST)","12:41 (EEST)","16:20 (EEST)","19:46 (EEST)","19:52 (EEST)","21:07 (EEST)","03:43 (EEST)","00:41 (EEST)","23:02 (EEST)","02:19 (EEST)","04 Jul 2022",1656914461,04-07-2022,DD-MM-YYYY,04,Monday,7,July,2022,AD,"Anno Domini",04-12-1443,DD-MM-YYYY,04,"Al Athnayn",الاثنين,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"03:56 (EEST)","05:30 (EEST)","12:41 (EEST)","16:21 (EEST)","19:46 (EEST)","19:52 (EEST)","21:07 (EEST)","03:43 (EEST)","00:41 (EEST)","23:02 (EEST)","02:19 (EEST)","05 Jul 2022",1657000861,05-07-2022,DD-MM-YYYY,05,Tuesday,7,July,2022,AD,"Anno Domini",05-12-1443,DD-MM-YYYY,05,"Al Thalaata",الثلاثاء,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"03:57 (EEST)","05:30 (EEST)","12:41 (EEST)","16:21 (EEST)","19:46 (EEST)","19:52 (EEST)","21:07 (EEST)","03:44 (EEST)","00:41 (EEST)","23:03 (EEST)","02:19 (EEST)","06 Jul 2022",1657087261,06-07-2022,DD-MM-YYYY,06,Wednesday,7,July,2022,AD,"Anno Domini",06-12-1443,DD-MM-YYYY,06,"Al Arba'a",الاربعاء,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"03:57 (EEST)","05:31 (EEST)","12:41 (EEST)","16:21 (EEST)","19:46 (EEST)","19:52 (EEST)","21:07 (EEST)","03:44 (EEST)","00:41 (EEST)","23:03 (EEST)","02:20 (EEST)","07 Jul 2022",1657173661,07-07-2022,DD-MM-YYYY,07,Thursday,7,July,2022,AD,"Anno Domini",07-12-1443,DD-MM-YYYY,07,"Al Khamees",الخميس,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"03:58 (EEST)","05:31 (EEST)","12:41 (EEST)","16:21 (EEST)","19:45 (EEST)","19:51 (EEST)","21:06 (EEST)","03:45 (EEST)","00:41 (EEST)","23:03 (EEST)","02:20 (EEST)","08 Jul 2022",1657260061,08-07-2022,DD-MM-YYYY,08,Friday,7,July,2022,AD,"Anno Domini",08-12-1443,DD-MM-YYYY,08,"Al Juma'a",الجمعة,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,Hajj
"03:59 (EEST)","05:32 (EEST)","12:41 (EEST)","16:21 (EEST)","19:45 (EEST)","19:51 (EEST)","21:06 (EEST)","03:46 (EEST)","00:41 (EEST)","23:03 (EEST)","02:20 (EEST)","09 Jul 2022",1657346461,09-07-2022,DD-MM-YYYY,09,Saturday,7,July,2022,AD,"Anno Domini",09-12-1443,DD-MM-YYYY,09,"Al Sabt",السبت,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,"Hajj,Arafa"
"04:00 (EEST)","05:32 (EEST)","12:42 (EEST)","16:22 (EEST)","19:45 (EEST)","19:51 (EEST)","21:06 (EEST)","03:47 (EEST)","00:42 (EEST)","23:03 (EEST)","02:20 (EEST)","10 Jul 2022",1657432861,10-07-2022,DD-MM-YYYY,10,Sunday,7,July,2022,AD,"Anno Domini",10-12-1443,DD-MM-YYYY,10,"Al Ahad",الاحد,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,"Eid-ul-Adha,Hajj"
"04:00 (EEST)","05:33 (EEST)","12:42 (EEST)","16:22 (EEST)","19:45 (EEST)","19:51 (EEST)","21:06 (EEST)","03:47 (EEST)","00:42 (EEST)","23:03 (EEST)","02:21 (EEST)","11 Jul 2022",1657519261,11-07-2022,DD-MM-YYYY,11,Monday,7,July,2022,AD,"Anno Domini",11-12-1443,DD-MM-YYYY,11,"Al Athnayn",الاثنين,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,Hajj
"04:01 (EEST)","05:33 (EEST)","12:42 (EEST)","16:22 (EEST)","19:44 (EEST)","19:50 (EEST)","21:05 (EEST)","03:48 (EEST)","00:42 (EEST)","23:03 (EEST)","02:21 (EEST)","12 Jul 2022",1657605661,12-07-2022,DD-MM-YYYY,12,Tuesday,7,July,2022,AD,"Anno Domini",12-12-1443,DD-MM-YYYY,12,"Al Thalaata",الثلاثاء,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,Hajj
"04:02 (EEST)","05:34 (EEST)","12:42 (EEST)","16:22 (EEST)","19:44 (EEST)","19:50 (EEST)","21:05 (EEST)","03:49 (EEST)","00:42 (EEST)","23:03 (EEST)","02:21 (EEST)","13 Jul 2022",1657692061,13-07-2022,DD-MM-YYYY,13,Wednesday,7,July,2022,AD,"Anno Domini",13-12-1443,DD-MM-YYYY,13,"Al Arba'a",الاربعاء,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,Hajj
"04:03 (EEST)","05:34 (EEST)","12:42 (EEST)","16:22 (EEST)","19:44 (EEST)","19:50 (EEST)","21:05 (EEST)","03:50 (EEST)","00:42 (EEST)","23:03 (EEST)","02:21 (EEST)","14 Jul 2022",1657778461,14-07-2022,DD-MM-YYYY,14,Thursday,7,July,2022,AD,"Anno Domini",14-12-1443,DD-MM-YYYY,14,"Al Khamees",الخميس,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:04 (EEST)","05:35 (EEST)","12:42 (EEST)","16:22 (EEST)","19:43 (EEST)","19:49 (EEST)","21:04 (EEST)","03:51 (EEST)","00:42 (EEST)","23:03 (EEST)","02:22 (EEST)","15 Jul 2022",1657864861,15-07-2022,DD-MM-YYYY,15,Friday,7,July,2022,AD,"Anno Domini",15-12-1443,DD-MM-YYYY,15,"Al Juma'a",الجمعة,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:04 (EEST)","05:35 (EEST)","12:42 (EEST)","16:22 (EEST)","19:43 (EEST)","19:49 (EEST)","21:04 (EEST)","03:51 (EEST)","00:42 (EEST)","23:02 (EEST)","02:22 (EEST)","16 Jul 2022",1657951261,16-07-2022,DD-MM-YYYY,16,Saturday,7,July,2022,AD,"Anno Domini",16-12-1443,DD-MM-YYYY,16,"Al Sabt",السبت,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:05 (EEST)","05:36 (EEST)","12:42 (EEST)","16:23 (EEST)","19:43 (EEST)","19:49 (EEST)","21:04 (EEST)","03:52 (EEST)","00:42 (EEST)","23:02 (EEST)","02:22 (EEST)","17 Jul 2022",1658037661,17-07-2022,DD-MM-YYYY,17,Sunday,7,July,2022,AD,"Anno Domini",17-12-1443,DD-MM-YYYY,17,"Al Ahad",الاحد,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:06 (EEST)","05:37 (EEST)","12:42 (EEST)","16:23 (EEST)","19:42 (EEST)","19:48 (EEST)","21:03 (EEST)","03:53 (EEST)","00:42 (EEST)","23:02 (EEST)","02:22 (EEST)","18 Jul 2022",1658124061,18-07-2022,DD-MM-YYYY,18,Monday,7,July,2022,AD,"Anno Domini",18-12-1443,DD-MM-YYYY,18,"Al Athnayn",الاثنين,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:07 (EEST)","05:37 (EEST)","12:43 (EEST)","16:23 (EEST)","19:42 (EEST)","19:48 (EEST)","21:03 (EEST)","03:54 (EEST)","00:42 (EEST)","23:02 (EEST)","02:23 (EEST)","19 Jul 2022",1658210461,19-07-2022,DD-MM-YYYY,19,Tuesday,7,July,2022,AD,"Anno Domini",19-12-1443,DD-MM-YYYY,19,"Al Thalaata",الثلاثاء,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:08 (EEST)","05:38 (EEST)","12:43 (EEST)","16:23 (EEST)","19:41 (EEST)","19:47 (EEST)","21:02 (EEST)","03:55 (EEST)","00:42 (EEST)","23:02 (EEST)","02:23 (EEST)","20 Jul 2022",1658296861,20-07-2022,DD-MM-YYYY,20,Wednesday,7,July,2022,AD,"Anno Domini",20-12-1443,DD-MM-YYYY,20,"Al Arba'a",الاربعاء,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:09 (EEST)","05:38 (EEST)","12:43 (EEST)","16:23 (EEST)","19:41 (EEST)","19:47 (EEST)","21:02 (EEST)","03:56 (EEST)","00:43 (EEST)","23:02 (EEST)","02:23 (EEST)","21 Jul 2022",1658383261,21-07-2022,DD-MM-YYYY,21,Thursday,7,July,2022,AD,"Anno Domini",21-12-1443,DD-MM-YYYY,21,"Al Khamees",الخميس,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:10 (EEST)","05:39 (EEST)","12:43 (EEST)","16:23 (EEST)","19:40 (EEST)","19:46 (EEST)","21:01 (EEST)","03:57 (EEST)","00:43 (EEST)","23:02 (EEST)","02:23 (EEST)","22 Jul 2022",1658469661,22-07-2022,DD-MM-YYYY,22,Friday,7,July,2022,AD,"Anno Domini",22-12-1443,DD-MM-YYYY,22,"Al Juma'a",الجمعة,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:11 (EEST)","05:40 (EEST)","12:43 (EEST)","16:23 (EEST)","19:39 (EEST)","19:45 (EEST)","21:00 (EEST)","03:58 (EEST)","00:43 (EEST)","23:02 (EEST)","02:24 (EEST)","23 Jul 2022",1658556061,23-07-2022,DD-MM-YYYY,23,Saturday,7,July,2022,AD,"Anno Domini",23-12-1443,DD-MM-YYYY,23,"Al Sabt",السبت,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:12 (EEST)","05:40 (EEST)","12:43 (EEST)","16:23 (EEST)","19:39 (EEST)","19:45 (EEST)","21:00 (EEST)","03:59 (EEST)","00:43 (EEST)","23:01 (EEST)","02:24 (EEST)","24 Jul 2022",1658642461,24-07-2022,DD-MM-YYYY,24,Sunday,7,July,2022,AD,"Anno Domini",24-12-1443,DD-MM-YYYY,24,"Al Ahad",الاحد,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:12 (EEST)","05:41 (EEST)","12:43 (EEST)","16:23 (EEST)","19:38 (EEST)","19:44 (EEST)","20:59 (EEST)","03:59 (EEST)","00:43 (EEST)","23:01 (EEST)","02:24 (EEST)","25 Jul 2022",1658728861,25-07-2022,DD-MM-YYYY,25,Monday,7,July,2022,AD,"Anno Domini",25-12-1443,DD-MM-YYYY,25,"Al Athnayn",الاثنين,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:13 (EEST)","05:42 (EEST)","12:43 (EEST)","16:23 (EEST)","19:38 (EEST)","19:44 (EEST)","20:59 (EEST)","04:00 (EEST)","00:43 (EEST)","23:01 (EEST)","02:24 (EEST)","26 Jul 2022",1658815261,26-07-2022,DD-MM-YYYY,26,Tuesday,7,July,2022,AD,"Anno Domini",26-12-1443,DD-MM-YYYY,26,"Al Thalaata",الثلاثاء,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:14 (EEST)","05:42 (EEST)","12:43 (EEST)","16:23 (EEST)","19:37 (EEST)","19:43 (EEST)","20:58 (EEST)","04:01 (EEST)","00:43 (EEST)","23:01 (EEST)","02:24 (EEST)","27 Jul 2022",1658901661,27-07-2022,DD-MM-YYYY,27,Wednesday,7,July,2022,AD,"Anno Domini",27-12-1443,DD-MM-YYYY,27,"Al Arba'a",الاربعاء,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:15 (EEST)","05:43 (EEST)","12:43 (EEST)","16:23 (EEST)","19:36 (EEST)","19:42 (EEST)","20:57 (EEST)","04:02 (EEST)","00:43 (EEST)","23:00 (EEST)","02:25 (EEST)","28 Jul 2022",1658988061,28-07-2022,DD-MM-YYYY,28,Thursday,7,July,2022,AD,"Anno Domini",28-12-1443,DD-MM-YYYY,28,"Al Khamees",الخميس,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:16 (EEST)","05:44 (EEST)","12:43 (EEST)","16:23 (EEST)","19:36 (EEST)","19:42 (EEST)","20:57 (EEST)","04:03 (EEST)","00:43 (EEST)","23:00 (EEST)","02:25 (EEST)","29 Jul 2022",1659074461,29-07-2022,DD-MM-YYYY,29,Friday,7,July,2022,AD,"Anno Domini",29-12-1443,DD-MM-YYYY,29,"Al Juma'a",الجمعة,12,"Dhū al-Ḥijjah",ذوالحجة,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:17 (EEST)","05:44 (EEST)","12:43 (EEST)","16:23 (EEST)","19:35 (EEST)","19:41 (EEST)","20:56 (EEST)","04:04 (EEST)","00:43 (EEST)","23:00 (EEST)","02:25 (EEST)","30 Jul 2022",1659160861,30-07-2022,DD-MM-YYYY,30,Saturday,7,July,2022,AD,"Anno Domini",01-01-1444,DD-MM-YYYY,01,"Al Sabt",السبت,1,Muḥarram,مُحَرَّم,1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:18 (EEST)","05:45 (EEST)","12:43 (EEST)","16:23 (EEST)","19:34 (EEST)","19:40 (EEST)","20:55 (EEST)","04:05 (EEST)","00:42 (EEST)","23:00 (EEST)","02:25 (EEST)","31 Jul 2022",1659247261,31-07-2022,DD-MM-YYYY,31,Sunday,7,July,2022,AD,"Anno Domini",02-01-1444,DD-MM-YYYY,02,"Al Ahad",الاحد,1,Muḥarram,مُحَرَّم,1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:19 (EEST)","05:46 (EEST)","12:43 (EEST)","16:23 (EEST)","19:33 (EEST)","19:39 (EEST)","20:54 (EEST)","04:06 (EEST)","00:42 (EEST)","22:59 (EEST)","02:25 (EEST)","01 Aug 2022",1659333661,01-08-2022,DD-MM-YYYY,01,Monday,8,August,2022,AD,"Anno Domini",03-01-1444,DD-MM-YYYY,03,"Al Athnayn",الاثنين,1,Muḥarram,مُحَرَّم,1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:20 (EEST)","05:46 (EEST)","12:43 (EEST)","16:23 (EEST)","19:32 (EEST)","19:38 (EEST)","20:53 (EEST)","04:07 (EEST)","00:42 (EEST)","22:59 (EEST)","02:26 (EEST)","02 Aug 2022",1659420061,02-08-2022,DD-MM-YYYY,02,Tuesday,8,August,2022,AD,"Anno Domini",04-01-1444,DD-MM-YYYY,04,"Al Thalaata",الثلاثاء,1,Muḥarram,مُحَرَّم,1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:21 (EEST)","05:47 (EEST)","12:42 (EEST)","16:22 (EEST)","19:32 (EEST)","19:38 (EEST)","20:53 (EEST)","04:08 (EEST)","00:42 (EEST)","22:59 (EEST)","02:26 (EEST)","03 Aug 2022",1659506461,03-08-2022,DD-MM-YYYY,03,Wednesday,8,August,2022,AD,"Anno Domini",05-01-1444,DD-MM-YYYY,05,"Al Arba'a",الاربعاء,1,Muḥarram,مُحَرَّم,1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:22 (EEST)","05:47 (EEST)","12:42 (EEST)","16:22 (EEST)","19:31 (EEST)","19:37 (EEST)","20:52 (EEST)","04:09 (EEST)","00:42 (EEST)","22:58 (EEST)","02:26 (EEST)","04 Aug 2022",1659592861,04-08-2022,DD-MM-YYYY,04,Thursday,8,August,2022,AD,"Anno Domini",06-01-1444,DD-MM-YYYY,06,"Al Khamees",الخميس,1,Muḥarram,مُحَرَّم,1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:23 (EEST)","05:48 (EEST)","12:42 (EEST)","16:22 (EEST)","19:30 (EEST)","19:36 (EEST)","20:51 (EEST)","04:10 (EEST)","00:42 (EEST)","22:58 (EEST)","02:26 (EEST)","05 Aug 2022",1659679261,05-08-2022,DD-MM-YYYY,05,Friday,8,August,2022,AD,"Anno Domini",07-01-1444,DD-MM-YYYY,07,"Al Juma'a",الجمعة,1,Muḥarram,مُحَرَّم,1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:24 (EEST)","05:49 (EEST)","12:42 (EEST)","16:22 (EEST)","19:29 (EEST)","19:35 (EEST)","20:50 (EEST)","04:11 (EEST)","00:42 (EEST)","22:58 (EEST)","02:26 (EEST)","06 Aug 2022",1659765661,06-08-2022,DD-MM-YYYY,06,Saturday,8,August,2022,AD,"Anno Domini",08-01-1444,DD-MM-YYYY,08,"Al Sabt",السبت,1,Muḥarram,مُحَرَّم,1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:25 (EEST)","05:49 (EEST)","12:42 (EEST)","16:22 (EEST)","19:28 (EEST)","19:34 (EEST)","20:49 (EEST)","04:12 (EEST)","00:42 (EEST)","22:57 (EEST)","02:26 (EEST)","07 Aug 2022",1659852061,07-08-2022,DD-MM-YYYY,07,Sunday,8,August,2022,AD,"Anno Domini",09-01-1444,DD-MM-YYYY,09,"Al Ahad",الاحد,1,Muḥarram,مُحَرَّم,1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"04:26 (EEST)","05:50 (EEST)","12:42 (EEST)","16:22 (EEST)","19:27 (EEST)","19:33 (EEST)","20:48 (EEST)","04:13 (EEST)","00:42 (EEST)","22:57 (EEST)","02:27 (EEST)","08 Aug 2022",1659938461,08-08-2022,DD-MM-YYYY,08,Monday,8,August,2022,AD,"Anno Domini",10-01-1444,DD-MM-YYYY,10,"Al Athnayn",الاثنين,1,Muḥarram,مُحَرَّم,1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,Ashura
"04:27 (EEST)","05:51 (EEST)","12:42 (EEST)","16:21 (EEST)","19:26 (EEST)","19:32 (EEST)","20:47 (EEST)","04:14 (EEST)","00:42 (EEST)","22:56 (EEST)","02:27 (EEST)","09 Aug 2022",1660024861,09-08-2022,DD-MM-YYYY,09,Tuesday,8,August,2022,AD,"Anno Domini",11-01-1444,DD-MM-YYYY,11,"Al Thalaata",الثلاثاء,1,Muḥarram,مُحَرَّم,1444,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
