timings.Fajr,timings.Sunrise,timings.Dhuhr,timings.Asr,timings.Sunset,timings.Maghrib,timings.Isha,timings.Imsak,timings.Midnight,timings.Firstthird,timings.Lastthird,date.readable,date.timestamp,date.gregorian.date,date.gregorian.format,date.gregorian.day,date.gregorian.weekday.en,date.gregorian.month.number,date.gregorian.month.en,date.gregorian.year,date.gregorian.designation.abbreviated,date.gregorian.designation.expanded,date.hijri.date,date.hijri.format,date.hijri.day,date.hijri.weekday.en,date.hijri.weekday.ar,date.hijri.month.number,date.hijri.month.en,date.hijri.month.ar,date.hijri.year,date.hijri.designation.abbreviated,date.hijri.designation.expanded,meta.latitude,meta.longitude,meta.timezone,meta.method.id,meta.method.name,meta.method.params.Fajr,meta.method.params.Isha,meta.method.location.latitude,meta.method.location.longitude,meta.latitudeAdjustmentMethod,meta.midnightMode,meta.school,meta.offset.Imsak,meta.offset.Fajr,meta.offset.Sunrise,meta.offset.Dhuhr,meta.offset.Asr,meta.offset.Maghrib,meta.offset.Sunset,meta.offset.Isha,meta.offset.Midnight,date.hijri.holidays
"05:10 (EET)","06:31 (EET)","11:40 (EET)","14:25 (EET)","16:43 (EET)","16:49 (EET)","18:04 (EET)","04:57 (EET)","23:40 (EET)","21:21 (EET)","01:59 (EET)","01 Jan 2022",1641020461,01-01-2022,DD-MM-YYYY,01,Saturday,1,January,2022,AD,"Anno Domini",27-05-1443,DD-MM-YYYY,27,"Al Sabt",السبت,5,"Jumādá al-ūlá","جُمادى الأولى",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:10 (EET)","06:31 (EET)","11:40 (EET)","14:25 (EET)","16:44 (EET)","16:50 (EET)","18:05 (EET)","04:57 (EET)","23:40 (EET)","21:21 (EET)","01:59 (EET)","02 Jan 2022",1641106861,02-01-2022,DD-MM-YYYY,02,Sunday,1,January,2022,AD,"Anno Domini",28-05-1443,DD-MM-YYYY,28,"Al Ahad",الاحد,5,"Jumādá al-ūlá","جُمادى الأولى",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:11 (EET)","06:31 (EET)","11:41 (EET)","14:26 (EET)","16:44 (EET)","16:50 (EET)","18:05 (EET)","04:58 (EET)","23:41 (EET)","21:22 (EET)","02:00 (EET)","03 Jan 2022",1641193261,03-01-2022,DD-MM-YYYY,03,Monday,1,January,2022,AD,"Anno Domini",29-05-1443,DD-MM-YYYY,29,"Al Athnayn",الاثنين,5,"Jumādá al-ūlá","جُمادى الأولى",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:11 (EET)","06:31 (EET)","11:41 (EET)","14:27 (EET)","16:45 (EET)","16:51 (EET)","18:06 (EET)","04:58 (EET)","23:41 (EET)","21:23 (EET)","02:00 (EET)","04 Jan 2022",1641279661,04-01-2022,DD-MM-YYYY,04,Tuesday,1,January,2022,AD,"Anno Domini",30-05-1443,DD-MM-YYYY,30,"Al Thalaata",الثلاثاء,5,"Jumādá al-ūlá","جُمادى الأولى",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:11 (EET)","06:31 (EET)","11:42 (EET)","14:27 (EET)","16:46 (EET)","16:52 (EET)","18:07 (EET)","04:58 (EET)","23:42 (EET)","21:23 (EET)","02:00 (EET)","05 Jan 2022",1641366061,05-01-2022,DD-MM-YYYY,05,Wednesday,1,January,2022,AD,"Anno Domini",01-06-1443,DD-MM-YYYY,01,"Al Arba'a",الاربعاء,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:11 (EET)","06:31 (EET)","11:42 (EET)","14:28 (EET)","16:47 (EET)","16:53 (EET)","18:08 (EET)","04:58 (EET)","23:42 (EET)","21:24 (EET)","02:01 (EET)","06 Jan 2022",1641452461,06-01-2022,DD-MM-YYYY,06,Thursday,1,January,2022,AD,"Anno Domini",02-06-1443,DD-MM-YYYY,02,"Al Khamees",الخميس,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:11 (EET)","06:31 (EET)","11:42 (EET)","14:29 (EET)","16:48 (EET)","16:54 (EET)","18:09 (EET)","04:58 (EET)","23:43 (EET)","21:24 (EET)","02:01 (EET)","07 Jan 2022",1641538861,07-01-2022,DD-MM-YYYY,07,Friday,1,January,2022,AD,"Anno Domini",03-06-1443,DD-MM-YYYY,03,"Al Juma'a",الجمعة,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:12 (EET)","06:32 (EET)","11:43 (EET)","14:29 (EET)","16:48 (EET)","16:54 (EET)","18:09 (EET)","04:59 (EET)","23:43 (EET)","21:25 (EET)","02:01 (EET)","08 Jan 2022",1641625261,08-01-2022,DD-MM-YYYY,08,Saturday,1,January,2022,AD,"Anno Domini",04-06-1443,DD-MM-YYYY,04,"Al Sabt",السبت,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:12 (EET)","06:32 (EET)","11:43 (EET)","14:30 (EET)","16:49 (EET)","16:55 (EET)","18:10 (EET)","04:59 (EET)","23:43 (EET)","21:25 (EET)","02:01 (EET)","09 Jan 2022",1641711661,09-01-2022,DD-MM-YYYY,09,Sunday,1,January,2022,AD,"Anno Domini",05-06-1443,DD-MM-YYYY,05,"Al Ahad",الاحد,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:12 (EET)","06:32 (EET)","11:44 (EET)","14:31 (EET)","16:50 (EET)","16:56 (EET)","18:11 (EET)","04:59 (EET)","23:44 (EET)","21:26 (EET)","02:02 (EET)","10 Jan 2022",1641798061,10-01-2022,DD-MM-YYYY,10,Monday,1,January,2022,AD,"Anno Domini",06-06-1443,DD-MM-YYYY,06,"Al Athnayn",الاثنين,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:12 (EET)","06:31 (EET)","11:44 (EET)","14:32 (EET)","16:51 (EET)","16:57 (EET)","18:12 (EET)","04:59 (EET)","23:44 (EET)","21:26 (EET)","02:02 (EET)","11 Jan 2022",1641884461,11-01-2022,DD-MM-YYYY,11,Tuesday,1,January,2022,AD,"Anno Domini",07-06-1443,DD-MM-YYYY,07,"Al Thalaata",الثلاثاء,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:12 (EET)","06:31 (EET)","11:44 (EET)","14:32 (EET)","16:52 (EET)","16:58 (EET)","18:13 (EET)","04:59 (EET)","23:45 (EET)","21:27 (EET)","02:02 (EET)","12 Jan 2022",1641970861,12-01-2022,DD-MM-YYYY,12,Wednesday,1,January,2022,AD,"Anno Domini",08-06-1443,DD-MM-YYYY,08,"Al Arba'a",الاربعاء,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:12 (EET)","06:31 (EET)","11:45 (EET)","14:33 (EET)","16:53 (EET)","16:59 (EET)","18:14 (EET)","04:59 (EET)","23:45 (EET)","21:28 (EET)","02:02 (EET)","13 Jan 2022",1642057261,13-01-2022,DD-MM-YYYY,13,Thursday,1,January,2022,AD,"Anno Domini",09-06-1443,DD-MM-YYYY,09,"Al Khamees",الخميس,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:12 (EET)","06:31 (EET)","11:45 (EET)","14:34 (EET)","16:54 (EET)","17:00 (EET)","18:15 (EET)","04:59 (EET)","23:45 (EET)","21:28 (EET)","02:03 (EET)","14 Jan 2022",1642143661,14-01-2022,DD-MM-YYYY,14,Friday,1,January,2022,AD,"Anno Domini",10-06-1443,DD-MM-YYYY,10,"Al Juma'a",الجمعة,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:12 (EET)","06:31 (EET)","11:46 (EET)","14:35 (EET)","16:54 (EET)","17:00 (EET)","18:15 (EET)","04:59 (EET)","23:46 (EET)","21:29 (EET)","02:03 (EET)","15 Jan 2022",1642230061,15-01-2022,DD-MM-YYYY,15,Saturday,1,January,2022,AD,"Anno Domini",11-06-1443,DD-MM-YYYY,11,"Al Sabt",السبت,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:12 (EET)","06:31 (EET)","11:46 (EET)","14:35 (EET)","16:55 (EET)","17:01 (EET)","18:16 (EET)","04:59 (EET)","23:46 (EET)","21:29 (EET)","02:03 (EET)","16 Jan 2022",1642316461,16-01-2022,DD-MM-YYYY,16,Sunday,1,January,2022,AD,"Anno Domini",12-06-1443,DD-MM-YYYY,12,"Al Ahad",الاحد,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:12 (EET)","06:31 (EET)","11:46 (EET)","14:36 (EET)","16:56 (EET)","17:02 (EET)","18:17 (EET)","04:59 (EET)","23:46 (EET)","21:30 (EET)","02:03 (EET)","17 Jan 2022",1642402861,17-01-2022,DD-MM-YYYY,17,Monday,1,January,2022,AD,"Anno Domini",13-06-1443,DD-MM-YYYY,13,"Al Athnayn",الاثنين,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:11 (EET)","06:30 (EET)","11:47 (EET)","14:37 (EET)","16:57 (EET)","17:03 (EET)","18:18 (EET)","04:58 (EET)","23:47 (EET)","21:30 (EET)","02:03 (EET)","18 Jan 2022",1642489261,18-01-2022,DD-MM-YYYY,18,Tuesday,1,January,2022,AD,"Anno Domini",14-06-1443,DD-MM-YYYY,14,"Al Thalaata",الثلاثاء,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:11 (EET)","06:30 (EET)","11:47 (EET)","14:38 (EET)","16:58 (EET)","17:04 (EET)","18:19 (EET)","04:58 (EET)","23:47 (EET)","21:31 (EET)","02:03 (EET)","19 Jan 2022",1642575661,19-01-2022,DD-MM-YYYY,19,Wednesday,1,January,2022,AD,"Anno Domini",15-06-1443,DD-MM-YYYY,15,"Al Arba'a",الاربعاء,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:11 (EET)","06:30 (EET)","11:47 (EET)","14:39 (EET)","16:59 (EET)","17:05 (EET)","18:20 (EET)","04:58 (EET)","23:47 (EET)","21:31 (EET)","02:03 (EET)","20 Jan 2022",1642662061,20-01-2022,DD-MM-YYYY,20,Thursday,1,January,2022,AD,"Anno Domini",16-06-1443,DD-MM-YYYY,16,"Al Khamees",الخميس,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:11 (EET)","06:29 (EET)","11:47 (EET)","14:39 (EET)","17:00 (EET)","17:06 (EET)","18:21 (EET)","04:58 (EET)","23:48 (EET)","21:32 (EET)","02:04 (EET)","21 Jan 2022",1642748461,21-01-2022,DD-MM-YYYY,21,Friday,1,January,2022,AD,"Anno Domini",17-06-1443,DD-MM-YYYY,17,"Al Juma'a",الجمعة,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:11 (EET)","06:29 (EET)","11:48 (EET)","14:40 (EET)","17:01 (EET)","17:07 (EET)","18:22 (EET)","04:58 (EET)","23:48 (EET)","21:32 (EET)","02:04 (EET)","22 Jan 2022",1642834861,22-01-2022,DD-MM-YYYY,22,Saturday,1,January,2022,AD,"Anno Domini",18-06-1443,DD-MM-YYYY,18,"Al Sabt",السبت,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:10 (EET)","06:29 (EET)","11:48 (EET)","14:41 (EET)","17:02 (EET)","17:08 (EET)","18:23 (EET)","04:57 (EET)","23:48 (EET)","21:33 (EET)","02:04 (EET)","23 Jan 2022",1642921261,23-01-2022,DD-MM-YYYY,23,Sunday,1,January,2022,AD,"Anno Domini",19-06-1443,DD-MM-YYYY,19,"Al Ahad",الاحد,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:10 (EET)","06:28 (EET)","11:48 (EET)","14:42 (EET)","17:03 (EET)","17:09 (EET)","18:24 (EET)","04:57 (EET)","23:48 (EET)","21:33 (EET)","02:04 (EET)","24 Jan 2022",1643007661,24-01-2022,DD-MM-YYYY,24,Monday,1,January,2022,AD,"Anno Domini",20-06-1443,DD-MM-YYYY,20,"Al Athnayn",الاثنين,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:10 (EET)","06:28 (EET)","11:49 (EET)","14:42 (EET)","17:04 (EET)","17:10 (EET)","18:25 (EET)","04:57 (EET)","23:49 (EET)","21:34 (EET)","02:04 (EET)","25 Jan 2022",1643094061,25-01-2022,DD-MM-YYYY,25,Tuesday,1,January,2022,AD,"Anno Domini",21-06-1443,DD-MM-YYYY,21,"Al Thalaata",الثلاثاء,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:09 (EET)","06:27 (EET)","11:49 (EET)","14:43 (EET)","17:05 (EET)","17:11 (EET)","18:26 (EET)","04:56 (EET)","23:49 (EET)","21:34 (EET)","02:04 (EET)","26 Jan 2022",1643180461,26-01-2022,DD-MM-YYYY,26,Wednesday,1,January,2022,AD,"Anno Domini",22-06-1443,DD-MM-YYYY,22,"Al Arba'a",الاربعاء,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:09 (EET)","06:27 (EET)","11:49 (EET)","14:44 (EET)","17:05 (EET)","17:11 (EET)","18:26 (EET)","04:56 (EET)","23:49 (EET)","21:35 (EET)","02:04 (EET)","27 Jan 2022",1643266861,27-01-2022,DD-MM-YYYY,27,Thursday,1,January,2022,AD,"Anno Domini",23-06-1443,DD-MM-YYYY,23,"Al Khamees",الخميس,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:09 (EET)","06:26 (EET)","11:49 (EET)","14:45 (EET)","17:06 (EET)","17:12 (EET)","18:27 (EET)","04:56 (EET)","23:49 (EET)","21:35 (EET)","02:04 (EET)","28 Jan 2022",1643353261,28-01-2022,DD-MM-YYYY,28,Friday,1,January,2022,AD,"Anno Domini",24-06-1443,DD-MM-YYYY,24,"Al Juma'a",الجمعة,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:08 (EET)","06:26 (EET)","11:49 (EET)","14:45 (EET)","17:07 (EET)","17:13 (EET)","18:28 (EET)","04:55 (EET)","23:49 (EET)","21:35 (EET)","02:04 (EET)","29 Jan 2022",1643439661,29-01-2022,DD-MM-YYYY,29,Saturday,1,January,2022,AD,"Anno Domini",25-06-1443,DD-MM-YYYY,25,"Al Sabt",السبت,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:08 (EET)","06:25 (EET)","11:49 (EET)","14:46 (EET)","17:08 (EET)","17:14 (EET)","18:29 (EET)","04:55 (EET)","23:50 (EET)","21:36 (EET)","02:03 (EET)","30 Jan 2022",1643526061,30-01-2022,DD-MM-YYYY,30,Sunday,1,January,2022,AD,"Anno Domini",26-06-1443,DD-MM-YYYY,26,"Al Ahad",الاحد,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:07 (EET)","06:25 (EET)","11:50 (EET)","14:47 (EET)","17:09 (EET)","17:15 (EET)","18:30 (EET)","04:54 (EET)","23:50 (EET)","21:36 (EET)","02:03 (EET)","31 Jan 2022",1643612461,31-01-2022,DD-MM-YYYY,31,Monday,1,January,2022,AD,"Anno Domini",27-06-1443,DD-MM-YYYY,27,"Al Athnayn",الاثنين,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:07 (EET)","06:24 (EET)","11:50 (EET)","14:48 (EET)","17:10 (EET)","17:16 (EET)","18:31 (EET)","04:54 (EET)","23:50 (EET)","21:37 (EET)","02:03 (EET)","01 Feb 2022",1643698861,01-02-2022,DD-MM-YYYY,01,Tuesday,2,February,2022,AD,"Anno Domini",28-06-1443,DD-MM-YYYY,28,"Al Thalaata",الثلاثاء,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:06 (EET)","06:23 (EET)","11:50 (EET)","14:48 (EET)","17:11 (EET)","17:17 (EET)","18:32 (EET)","04:53 (EET)","23:50 (EET)","21:37 (EET)","02:03 (EET)","02 Feb 2022",1643785261,02-02-2022,DD-MM-YYYY,02,Wednesday,2,February,2022,AD,"Anno Domini",29-06-1443,DD-MM-YYYY,29,"Al Arba'a",الاربعاء,6,"Jumādá al-ākhirah","جُمادى الآخرة",1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:06 (EET)","06:23 (EET)","11:50 (EET)","14:49 (EET)","17:12 (EET)","17:18 (EET)","18:33 (EET)","04:53 (EET)","23:50 (EET)","21:37 (EET)","02:03 (EET)","03 Feb 2022",1643871661,03-02-2022,DD-MM-YYYY,03,Thursday,2,February,2022,AD,"Anno Domini",01-07-1443,DD-MM-YYYY,01,"Al Khamees",الخميس,7,Rajab,رَجَب,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:05 (EET)","06:22 (EET)","11:50 (EET)","14:50 (EET)","17:13 (EET)","17:19 (EET)","18:34 (EET)","04:52 (EET)","23:50 (EET)","21:38 (EET)","02:03 (EET)","04 Feb 2022",1643958061,04-02-2022,DD-MM-YYYY,04,Friday,2,February,2022,AD,"Anno Domini",02-07-1443,DD-MM-YYYY,02,"Al Juma'a",الجمعة,7,Rajab,رَجَب,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:05 (EET)","06:21 (EET)","11:50 (EET)","14:51 (EET)","17:14 (EET)","17:20 (EET)","18:35 (EET)","04:52 (EET)","23:50 (EET)","21:38 (EET)","02:03 (EET)","05 Feb 2022",1644044461,05-02-2022,DD-MM-YYYY,05,Saturday,2,February,2022,AD,"Anno Domini",03-07-1443,DD-MM-YYYY,03,"Al Sabt",السبت,7,Rajab,رَجَب,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:04 (EET)","06:20 (EET)","11:50 (EET)","14:51 (EET)","17:15 (EET)","17:21 (EET)","18:36 (EET)","04:51 (EET)","23:50 (EET)","21:39 (EET)","02:02 (EET)","06 Feb 2022",1644130861,06-02-2022,DD-MM-YYYY,06,Sunday,2,February,2022,AD,"Anno Domini",04-07-1443,DD-MM-YYYY,04,"Al Ahad",الاحد,7,Rajab,رَجَب,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:03 (EET)","06:20 (EET)","11:50 (EET)","14:52 (EET)","17:15 (EET)","17:21 (EET)","18:36 (EET)","04:50 (EET)","23:51 (EET)","21:39 (EET)","02:02 (EET)","07 Feb 2022",1644217261,07-02-2022,DD-MM-YYYY,07,Monday,2,February,2022,AD,"Anno Domini",05-07-1443,DD-MM-YYYY,05,"Al Athnayn",الاثنين,7,Rajab,رَجَب,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:03 (EET)","06:19 (EET)","11:50 (EET)","14:53 (EET)","17:16 (EET)","17:22 (EET)","18:37 (EET)","04:50 (EET)","23:51 (EET)","21:39 (EET)","02:02 (EET)","08 Feb 2022",1644303661,08-02-2022,DD-MM-YYYY,08,Tuesday,2,February,2022,AD,"Anno Domini",06-07-1443,DD-MM-YYYY,06,"Al Thalaata",الثلاثاء,7,Rajab,رَجَب,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
"05:02 (EET)","06:18 (EET)","11:50 (EET)","14:53 (EET)","17:17 (EET)","17:23 (EET)","18:38 (EET)","04:49 (EET)","23:51 (EET)","21:39 (EET)","02:02 (EET)","09 Feb 2022",1644390061,09-02-2022,DD-MM-YYYY,09,Wednesday,2,February,2022,AD,"Anno Domini",07-07-1443,DD-MM-YYYY,07,"Al Arba'a",الاربعاء,7,Rajab,رَجَب,1443,AH,"Anno Hegirae",31.9565783,35.9456951,Asia/Amman,4,"Umm Al-Qura University, Makkah",18.5,"90 min",21.3890824,39.8579118,ANGLE_BASED,STANDARD,STANDARD,0,3,-6,0,0,6,0,-9,0,
